624	0.3328176	0.4288
625	0.321	0.43
626	0.3093381	0.4312
627	0.2978504	0.4324
628	0.2865936	0.4336
629	0.2756245	0.4348
630	0.265	0.436
631	0.2547632	0.4372
632	0.2448896	0.4384
633	0.2353344	0.4396
634	0.2260528	0.4408
635	0.217	0.442
636	0.2081616	0.4432
637	0.1995488	0.4444
638	0.1911552	0.4456
639	0.1829744	0.4468
640	0.175	0.448
641	0.1672235	0.449
642	0.1596464	0.45
643	0.1522776	0.451
644	0.1451259	0.452
645	0.1382	0.453
646	0.1315003	0.454
647	0.1250248	0.455
648	0.1187792	0.456
649	0.1127691	0.457
650	0.107	0.458
651	0.1014762	0.459
652	0.09618864	0.46
653	0.09112296	0.461
654	0.08626485	0.462
655	0.0816	0.463
656	0.07712064	0.464
657	0.07282552	0.465
658	0.06871008	0.466
659	0.06476976	0.467
660	0.061	0.468
661	0.05739621	0.469
662	0.05395504	0.47
663	0.05067376	0.471
664	0.04754965	0.472
665	0.04458	0.473
666	0.04175872	0.474
667	0.03908496	0.475
668	0.03656384	0.476
669	0.03420048	0.477
670	0.032	0.478
671	0.02996261	0.479
672	0.02807664	0.48
673	0.02632936	0.481
674	0.02470805	0.482
675	0.0232	0.483
676	0.02180077	0.484
677	0.02050112	0.485
678	0.01928108	0.486
679	0.01812069	0.487
680	0.017	0.488
681	0.01590379	0.48905
682	0.01483718	0.4901
683	0.01381068	0.49115
684	0.01283478	0.4922
685	0.01192	0.49325
686	0.01106831	0.4943
687	0.01027339	0.49535
688	0.009533311	0.4964
689	0.008846157	0.49745
690	0.00821	0.4985
691	0.007623781	0.49955
692	0.007085424	0.5006
693	0.006591476	0.50165
694	0.006138485	0.5027
695	0.005723	0.50375
696	0.005343059	0.5048
697	0.004995796	0.50585
698	0.004676404	0.5069
699	0.004380075	0.50795
700	0.004102	0.509
701	0.003838453	0.51
702	0.003589099	0.511
703	0.003354219	0.512
704	0.003134093	0.513
705	0.002929	0.514
706	0.002738139	0.515
707	0.002559876	0.516
708	0.002393244	0.517
709	0.002237275	0.518
710	0.002091	0.519
711	0.001953587	0.52
712	0.00182458	0.521
713	0.00170358	0.522
714	0.001590187	0.523
715	0.001484	0.524
716	0.001384496	0.525
717	0.001291268	0.526
718	0.001204092	0.527
719	0.001122744	0.528
720	0.001047	0.529
721	9.7659E-4	0.52995
722	9.11109E-4	0.5309
723	8.50133E-4	0.53185
724	7.93238E-4	0.5328
725	7.4E-4	0.53375
726	6.90083E-4	0.5347
727	6.4331E-4	0.53565
728	5.99496E-4	0.5366
729	5.58455E-4	0.53755
730	5.2E-4	0.5385
731	4.83914E-4	0.53945
732	4.50053E-4	0.5404
733	4.18345E-4	0.54135
734	3.88718E-4	0.5423
735	3.611E-4	0.54325
736	3.35384E-4	0.5442
737	3.1144E-4	0.54515
738	2.89166E-4	0.5461
739	2.68454E-4	0.54705
740	2.492E-4	0.548
741	2.31302E-4	0.5489
742	2.14686E-4	0.5498
743	1.99288E-4	0.5507
744	1.85048E-4	0.5516
745	1.719E-4	0.5525
746	1.59778E-4	0.5534
747	1.48604E-4	0.5543
748	1.38302E-4	0.5552
749	1.28793E-4	0.5561
750	1.2E-4	0.557
751	1.1186E-4	0.5579
752	1.04322E-4	0.5588
753	9.73E-5	0.5597
754	9.08E-5	0.5606
755	8.48E-5	0.5615
756	7.91E-5	0.5624
757	7.3858E-5	0.5633
758	6.8916E-5	0.5642
759	6.43E-5	0.5651
760	6E-5	0.566
761	5.6E-5	0.56695
762	5.22E-5	0.5679
763	4.87E-5	0.56885
764	4.54E-5	0.5698
765	4.24E-5	0.57075
766	3.96E-5	0.5717
767	3.69E-5	0.57265
768	3.44E-5	0.5736
769	3.21E-5	0.57455
770	3E-5	0.5755
771	2.8E-5	0.57645
772	2.61E-5	0.5774
773	2.44E-5	0.57835
774	2.27E-5	0.5793
775	2.12E-5	0.58025
776	1.98E-5	0.5812
777	1.85E-5	0.58215
778	1.72E-5	0.5831
779	1.61E-5	0.58405
780	1.499E-5	0.585
781	1.4E-5	0.5858
782	1.31E-5	0.5866
783	1.22E-5	0.5874
784	1.14E-5	0.5882
785	1.06E-5	0.589
786	9.89E-6	0.5898
787	9.22E-6	0.5906
788	8.59E-6	0.5914
789	8.01E-6	0.5922
790	7.47E-6	0.593
791	6.96E-6	0.5938
792	6.49E-6	0.5946
793	6.05E-6	0.5954
794	5.64E-6	0.5962
795	5.26E-6	0.597
796	4.9E-6	0.5978
797	4.57E-6	0.5986
798	4.26E-6	0.5994
799	3.97E-6	0.6002
800	3.7E-6	0.601
